epoch,iter,decompress_avg,decompress_sum,load_time,transfer,forward,backward,aug.Normalize,aug.RandomCrop,aug.RandomHorizontalFlip,aug.ToTensor,aug.Normalize_sum,aug.RandomCrop_sum,aug.RandomHorizontalFlip_sum,aug.ToTensor_sum
7,0,0.000000,0.000000,0.011371,0.000042,0.001798,0.003545,0.000027,0.001737,0.000037,0.002358,0.000014,0.000878,0.000037,0.002369
7,1,0.000000,0.000000,0.008098,0.000034,0.001754,0.001680,0.000021,0.001353,0.000030,0.001917,0.000012,0.000775,0.000027,0.001749
7,2,0.000000,0.000000,0.008035,0.000034,0.001709,0.002128,0.000021,0.001337,0.000030,0.001922,0.000013,0.000863,0.000027,0.001736
7,3,0.000000,0.000000,0.008014,0.000032,0.001685,0.002124,0.000021,0.001335,0.000032,0.002020,0.000011,0.000723,0.000027,0.001740
7,4,0.000000,0.000000,0.007937,0.000043,0.001674,0.001955,0.000021,0.001339,0.000030,0.001907,0.000012,0.000795,0.000027,0.001728
7,5,0.000000,0.000000,0.008044,0.000034,0.001684,0.001759,0.000021,0.001337,0.000030,0.001944,0.000013,0.000863,0.000027,0.001736
7,6,0.000000,0.000000,0.008132,0.000033,0.001690,0.001987,0.000021,0.001343,0.000030,0.001915,0.000015,0.000950,0.000027,0.001733
7,7,0.000000,0.000000,0.008010,0.000033,0.001683,0.001776,0.000021,0.001341,0.000030,0.001916,0.000013,0.000845,0.000027,0.001746
7,8,0.000000,0.000000,0.007968,0.000033,0.001699,0.001703,0.000021,0.001345,0.000030,0.001910,0.000012,0.000786,0.000027,0.001741
7,9,0.000000,0.000000,0.007975,0.000033,0.001698,0.002124,0.000021,0.001334,0.000030,0.001903,0.000013,0.000822,0.000027,0.001733
7,10,0.000000,0.000000,0.008075,0.000034,0.001691,0.001708,0.000021,0.001341,0.000031,0.001976,0.000012,0.000778,0.000027,0.001746
7,11,0.000000,0.000000,0.008015,0.000033,0.001683,0.001765,0.000021,0.001348,0.000030,0.001922,0.000013,0.000819,0.000027,0.001730
7,12,0.000000,0.000000,0.007801,0.000033,0.001706,0.001698,0.000021,0.001337,0.000030,0.001903,0.000010,0.000650,0.000027,0.001731
7,13,0.000000,0.000000,0.008039,0.000033,0.001712,0.001990,0.000021,0.001331,0.000030,0.001911,0.000013,0.000834,0.000027,0.001747
7,14,0.000000,0.000000,0.010277,0.000038,0.001824,0.002243,0.000027,0.001729,0.000039,0.002481,0.000015,0.000990,0.000035,0.002247
7,15,0.000000,0.000000,0.007980,0.000033,0.001746,0.001976,0.000021,0.001320,0.000029,0.001886,0.000013,0.000837,0.000027,0.001731
7,16,0.000000,0.000000,0.008026,0.000038,0.001686,0.001937,0.000021,0.001341,0.000031,0.001971,0.000012,0.000791,0.000027,0.001733
7,17,0.000000,0.000000,0.010481,0.000039,0.001834,0.003921,0.000027,0.001726,0.000039,0.002515,0.000018,0.001170,0.000036,0.002274
7,18,0.000000,0.000000,0.007993,0.000033,0.001696,0.001810,0.000021,0.001336,0.000030,0.001918,0.000012,0.000780,0.000027,0.001759
7,19,0.000000,0.000000,0.008039,0.000033,0.001689,0.002001,0.000021,0.001328,0.000030,0.001920,0.000014,0.000866,0.000027,0.001743
7,20,0.000000,0.000000,0.008063,0.000032,0.001686,0.001902,0.000021,0.001329,0.000030,0.001925,0.000014,0.000913,0.000027,0.001733
7,21,0.000000,0.000000,0.008055,0.000033,0.001687,0.001935,0.000021,0.001347,0.000031,0.001987,0.000013,0.000860,0.000027,0.001723
7,22,0.000000,0.000000,0.008051,0.000044,0.001696,0.001759,0.000021,0.001338,0.000030,0.001894,0.000014,0.000887,0.000027,0.001725
7,23,0.000000,0.000000,0.008110,0.000033,0.001699,0.001903,0.000021,0.001334,0.000030,0.001918,0.000015,0.000939,0.000027,0.001731
7,24,0.000000,0.000000,0.007969,0.000032,0.001705,0.001395,0.000021,0.001341,0.000030,0.001903,0.000014,0.000875,0.000027,0.001710
7,25,0.000000,0.000000,0.008020,0.000033,0.001694,0.001754,0.000021,0.001346,0.000030,0.001905,0.000013,0.000841,0.000027,0.001740
7,26,0.000000,0.000000,0.008043,0.000033,0.001704,0.001635,0.000021,0.001335,0.000030,0.001907,0.000014,0.000874,0.000027,0.001724
7,27,0.000000,0.000000,0.008094,0.000033,0.001694,0.001762,0.000021,0.001336,0.000030,0.001909,0.000013,0.000832,0.000029,0.001832
7,28,0.000000,0.000000,0.007965,0.000033,0.001707,0.001781,0.000021,0.001322,0.000030,0.001923,0.000012,0.000795,0.000027,0.001728
7,29,0.000000,0.000000,0.008021,0.000033,0.001688,0.002290,0.000021,0.001344,0.000030,0.001914,0.000013,0.000843,0.000027,0.001719
7,30,0.000000,0.000000,0.007990,0.000033,0.001685,0.002086,0.000021,0.001356,0.000031,0.001973,0.000012,0.000754,0.000027,0.001719
7,31,0.000000,0.000000,0.007988,0.000032,0.001684,0.002093,0.000021,0.001336,0.000030,0.001901,0.000013,0.000824,0.000027,0.001731
7,32,0.000000,0.000000,0.008026,0.000032,0.001681,0.002098,0.000021,0.001328,0.000030,0.001913,0.000014,0.000871,0.000027,0.001728
7,33,0.000000,0.000000,0.007960,0.000033,0.001684,0.002111,0.000021,0.001325,0.000030,0.001903,0.000013,0.000830,0.000027,0.001721
7,34,0.000000,0.000000,0.007966,0.000034,0.001702,0.002088,0.000021,0.001324,0.000030,0.001925,0.000013,0.000805,0.000027,0.001733
7,35,0.000000,0.000000,0.007957,0.000033,0.001686,0.002192,0.000021,0.001325,0.000033,0.002090,0.000010,0.000644,0.000027,0.001726
7,36,0.000000,0.000000,0.008039,0.000034,0.001690,0.001771,0.000021,0.001338,0.000030,0.001913,0.000014,0.000875,0.000027,0.001736
7,37,0.000000,0.000000,0.007934,0.000033,0.001701,0.001729,0.000021,0.001325,0.000030,0.001915,0.000013,0.000807,0.000027,0.001725
7,38,0.000000,0.000000,0.008020,0.000032,0.001711,0.001586,0.000021,0.001329,0.000030,0.001930,0.000012,0.000778,0.000027,0.001750
7,39,0.000000,0.000000,0.008012,0.000033,0.001707,0.001757,0.000021,0.001322,0.000030,0.001926,0.000013,0.000851,0.000027,0.001737
7,40,0.000000,0.000000,0.008244,0.000034,0.001684,0.001870,0.000021,0.001326,0.000031,0.001960,0.000016,0.001008,0.000027,0.001747
7,41,0.000000,0.000000,0.007982,0.000033,0.001681,0.002130,0.000021,0.001331,0.000032,0.002017,0.000011,0.000727,0.000027,0.001727
7,42,0.000000,0.000000,0.007964,0.000033,0.001695,0.002099,0.000021,0.001329,0.000030,0.001925,0.000012,0.000776,0.000027,0.001723
7,43,0.000000,0.000000,0.007965,0.000032,0.001691,0.002116,0.000021,0.001339,0.000030,0.001903,0.000013,0.000823,0.000027,0.001743
7,44,0.000000,0.000000,0.008023,0.000033,0.001700,0.002023,0.000021,0.001330,0.000030,0.001932,0.000013,0.000851,0.000027,0.001729
7,45,0.000000,0.000000,0.008072,0.000033,0.001718,0.002006,0.000021,0.001333,0.000030,0.001910,0.000014,0.000868,0.000027,0.001736
7,46,0.000000,0.000000,0.008106,0.000033,0.001698,0.002141,0.000021,0.001336,0.000030,0.001930,0.000014,0.000908,0.000027,0.001723
7,47,0.000000,0.000000,0.008091,0.000043,0.001690,0.001948,0.000021,0.001326,0.000030,0.001912,0.000015,0.000939,0.000027,0.001735
7,48,0.000000,0.000000,0.008092,0.000033,0.001689,0.002028,0.000021,0.001328,0.000033,0.002085,0.000010,0.000670,0.000029,0.001831
7,49,0.000000,0.000000,0.008057,0.000033,0.001712,0.001666,0.000021,0.001331,0.000030,0.001937,0.000014,0.000874,0.000027,0.001716
7,50,0.000000,0.000000,0.008078,0.000034,0.001693,0.001695,0.000021,0.001328,0.000030,0.001899,0.000014,0.000924,0.000027,0.001722
7,51,0.000000,0.000000,0.008249,0.000036,0.001779,0.001954,0.000021,0.001353,0.000031,0.001988,0.000014,0.000895,0.000028,0.001765
7,52,0.000000,0.000000,0.008240,0.000033,0.001695,0.002137,0.000021,0.001364,0.000031,0.001959,0.000014,0.000874,0.000028,0.001779
7,53,0.000000,0.000000,0.008031,0.000033,0.001696,0.001921,0.000021,0.001342,0.000030,0.001926,0.000013,0.000806,0.000027,0.001747
7,54,0.000000,0.000000,0.008163,0.000033,0.001703,0.001966,0.000021,0.001346,0.000030,0.001950,0.000014,0.000926,0.000027,0.001729
7,55,0.000000,0.000000,0.008379,0.000036,0.001842,0.001831,0.000021,0.001343,0.000030,0.001939,0.000017,0.001107,0.000027,0.001753
7,56,0.000000,0.000000,0.008397,0.000033,0.001686,0.002033,0.000022,0.001409,0.000031,0.001999,0.000013,0.000855,0.000028,0.001814
7,57,0.000000,0.000000,0.007996,0.000034,0.001713,0.002106,0.000021,0.001334,0.000030,0.001916,0.000013,0.000830,0.000027,0.001715
