epoch,iter,decompress_avg,decompress_sum,load_time,transfer,forward,backward,aug.Normalize,aug.RandomCrop,aug.RandomHorizontalFlip,aug.ToTensor,aug.Normalize_sum,aug.RandomCrop_sum,aug.RandomHorizontalFlip_sum,aug.ToTensor_sum
0,0,0.000000,0.000000,0.013220,0.000040,0.008822,0.133408,0.000028,0.001803,0.000040,0.002550,0.000017,0.001112,0.000039,0.002521
0,1,0.000000,0.000000,0.010385,0.000038,0.003344,0.007633,0.000023,0.001490,0.000036,0.002290,0.000026,0.001665,0.000033,0.002124
0,2,0.000000,0.000000,0.009066,0.000033,0.001834,0.002817,0.000021,0.001349,0.000034,0.002162,0.000010,0.000662,0.000037,0.002387
0,3,0.000000,0.000000,0.008825,0.000034,0.001818,0.002647,0.000021,0.001355,0.000034,0.002162,0.000010,0.000662,0.000036,0.002335
0,4,0.000000,0.000000,0.009163,0.000034,0.001813,0.002762,0.000021,0.001340,0.000030,0.001951,0.000019,0.001216,0.000027,0.001748
0,5,0.000000,0.000000,0.008435,0.000033,0.001799,0.002751,0.000021,0.001331,0.000031,0.001982,0.000018,0.001159,0.000027,0.001739
0,6,0.000000,0.000000,0.008500,0.000038,0.001814,0.002603,0.000021,0.001340,0.000039,0.002496,0.000010,0.000630,0.000028,0.001815
0,7,0.000000,0.000000,0.008432,0.000034,0.001779,0.002663,0.000021,0.001334,0.000034,0.002166,0.000010,0.000653,0.000032,0.002074
0,8,0.000000,0.000000,0.008572,0.000033,0.001784,0.002759,0.000021,0.001356,0.000034,0.002180,0.000011,0.000690,0.000033,0.002117
0,9,0.000000,0.000000,0.008530,0.000033,0.001833,0.002637,0.000021,0.001346,0.000031,0.001986,0.000011,0.000693,0.000035,0.002267
0,10,0.000000,0.000000,0.008437,0.000032,0.001785,0.002628,0.000021,0.001327,0.000034,0.002164,0.000011,0.000676,0.000032,0.002062
0,11,0.000000,0.000000,0.008831,0.000033,0.001785,0.005447,0.000022,0.001389,0.000034,0.002207,0.000010,0.000656,0.000036,0.002308
0,12,0.000000,0.000000,0.008123,0.000033,0.001804,0.005221,0.000021,0.001346,0.000031,0.001984,0.000012,0.000790,0.000028,0.001760
0,13,0.000000,0.000000,0.008130,0.000032,0.001791,0.004373,0.000021,0.001363,0.000031,0.001965,0.000013,0.000849,0.000027,0.001749
0,14,0.000000,0.000000,0.008213,0.000033,0.001790,0.006044,0.000021,0.001347,0.000031,0.001977,0.000014,0.000925,0.000027,0.001739
0,15,0.000000,0.000000,0.008174,0.000032,0.001793,0.005785,0.000021,0.001355,0.000031,0.001962,0.000014,0.000875,0.000028,0.001779
0,16,0.000000,0.000000,0.008454,0.000033,0.001781,0.005217,0.000021,0.001361,0.000030,0.001952,0.000010,0.000624,0.000036,0.002304
0,17,0.000000,0.000000,0.008400,0.000033,0.001780,0.005902,0.000021,0.001342,0.000033,0.002126,0.000010,0.000660,0.000032,0.002058
0,18,0.000000,0.000000,0.008501,0.000033,0.001799,0.006115,0.000021,0.001347,0.000034,0.002168,0.000010,0.000626,0.000033,0.002124
0,19,0.000000,0.000000,0.008367,0.000032,0.001798,0.006031,0.000024,0.001525,0.000033,0.002107,0.000011,0.000673,0.000029,0.001878
0,20,0.000000,0.000000,0.008047,0.000032,0.001808,0.005192,0.000020,0.001275,0.000032,0.002058,0.000010,0.000644,0.000030,0.001952
0,21,0.000000,0.000000,0.008316,0.000032,0.001803,0.006805,0.000021,0.001320,0.000035,0.002211,0.000011,0.000696,0.000030,0.001917
0,22,0.000000,0.000000,0.008314,0.000032,0.001789,0.006097,0.000021,0.001330,0.000033,0.002106,0.000010,0.000649,0.000032,0.002050
