epoch,iter,decompress_avg,decompress_sum,load_time,transfer,forward,backward,aug.Normalize,aug.RandomCrop,aug.RandomHorizontalFlip,aug.ToTensor,aug.Normalize_sum,aug.RandomCrop_sum,aug.RandomHorizontalFlip_sum,aug.ToTensor_sum
6,0,0.000000,0.000000,0.011668,0.000040,0.001857,0.001658,0.000025,0.001586,0.000038,0.002454,0.000018,0.001131,0.000033,0.002093
6,1,0.000000,0.000000,0.008206,0.000034,0.001622,0.001288,0.000020,0.001281,0.000029,0.001850,0.000019,0.001227,0.000026,0.001684
6,2,0.000000,0.000000,0.007869,0.000031,0.001579,0.001252,0.000020,0.001268,0.000028,0.001776,0.000010,0.000623,0.000033,0.002109
6,3,0.000000,0.000000,0.008274,0.000034,0.001574,0.001229,0.000029,0.001879,0.000028,0.001788,0.000013,0.000861,0.000026,0.001634
6,4,0.000000,0.000000,0.008084,0.000034,0.001610,0.001245,0.000020,0.001286,0.000030,0.001948,0.000010,0.000648,0.000033,0.002099
6,5,0.000000,0.000000,0.008256,0.000035,0.001620,0.001243,0.000020,0.001299,0.000031,0.001966,0.000010,0.000647,0.000035,0.002243
6,6,0.000000,0.000000,0.010699,0.000036,0.001671,0.002336,0.000027,0.001699,0.000039,0.002486,0.000023,0.001490,0.000036,0.002320
6,7,0.000000,0.000000,0.008152,0.000035,0.001766,0.002192,0.000021,0.001356,0.000031,0.001979,0.000013,0.000814,0.000027,0.001743
6,8,0.000000,0.000000,0.008119,0.000048,0.001734,0.001814,0.000021,0.001333,0.000030,0.001895,0.000014,0.000900,0.000027,0.001742
6,9,0.000000,0.000000,0.008009,0.000035,0.001734,0.001750,0.000021,0.001337,0.000030,0.001923,0.000013,0.000814,0.000027,0.001723
6,10,0.000000,0.000000,0.008058,0.000033,0.001702,0.001866,0.000021,0.001335,0.000030,0.001893,0.000013,0.000857,0.000027,0.001755
6,11,0.000000,0.000000,0.007983,0.000034,0.001693,0.002093,0.000021,0.001348,0.000030,0.001891,0.000013,0.000832,0.000027,0.001736
6,12,0.000000,0.000000,0.007957,0.000033,0.001687,0.002089,0.000021,0.001323,0.000030,0.001916,0.000013,0.000812,0.000027,0.001721
6,13,0.000000,0.000000,0.007995,0.000033,0.001694,0.001905,0.000021,0.001337,0.000030,0.001902,0.000013,0.000813,0.000027,0.001733
6,14,0.000000,0.000000,0.008007,0.000033,0.001683,0.002123,0.000021,0.001330,0.000030,0.001908,0.000013,0.000854,0.000027,0.001747
6,15,0.000000,0.000000,0.007909,0.000033,0.001702,0.002104,0.000021,0.001333,0.000030,0.001905,0.000012,0.000762,0.000027,0.001728
